Code,Copilot F1
No code,0.0
Prizes,1.0
Workshop,0.8
Sponsor,1.0
Break,0.0
Hackathon versus industry project,0.0
Win ratio,0.6666666666666666
Concern for resources,0.4444444444444444
Concern for timing,1.0
Checking in with others,0.0
Hackathon strategy,0.5
