175,109,26,2,239,8,64,23,8,1,10
0,3,0,0,1,0,0,0,0,1,1
1,3,2,0,4,0,1,0,0,1,0
1,2,3,2,0,0,2,1,0,0,0
0,0,0,0,4,0,1,1,1,0,0
0,3,2,0,14,3,5,1,0,0,0
1,2,2,0,3,0,5,0,0,0,0
11,14,3,0,30,1,26,3,2,0,1
1,6,3,0,5,1,5,1,5,0,0
2,2,1,0,15,0,2,0,0,2,0
5,4,1,1,4,1,5,0,0,0,1
