0,0,0,0,0,0,0,0,0,0,0
0,4,0,1,0,0,0,0,0,1,0
2,1,3,1,2,0,1,2,0,0,0
1,0,2,1,1,0,0,3,1,1,1
0,0,0,0,4,0,1,2,0,0,0
2,3,5,0,10,3,0,4,0,1,0
1,1,2,0,2,1,2,3,0,0,1
8,7,12,0,17,0,2,37,3,3,2
0,2,4,0,5,0,3,5,6,0,2
4,1,3,1,8,1,1,1,0,4,0
0,0,2,1,4,2,0,7,0,3,3
