0,0,0,0,0,0,0,0,0,0,0
0,3,0,1,0,0,0,0,1,1,0
5,0,4,0,0,0,1,2,0,0,0
3,0,1,3,1,0,2,0,1,0,0
0,0,0,0,4,0,1,2,0,0,0
12,0,2,0,2,5,4,2,0,1,0
3,1,0,0,0,1,5,3,0,0,0
28,3,1,0,10,2,23,20,2,0,2
7,4,1,0,1,1,4,1,6,0,2
5,0,1,2,1,1,2,1,2,8,1
7,0,0,1,2,0,3,2,1,1,5
